id,title,stage_id,stage_name,stage_semantic_id,category_id,category_name,opportunity,currency_id,probability,assigned_by_name,date_create,date_modify,closedate,source_id,source_name,is_closed,alcance_pau,alcance_pic,dept_cisac
21119,Deal #21119 || DEAL MADRE || PTAR SULLANA- CONSORCIO MARCAVELICA.,ON_HOLD,On Hold,F,0,Pipeline Principal,0.00000000,USD,0,Yovany Barrera C.,2020-04-22T16:32:57+03:00,2026-05-25T17:15:23+03:00,2026-05-25T03:00:00+03:00,,,N,No incluye,No incluye,"Ventas,Proyectos"
21121,10011438 || Solicitud de Cotizacion E+H,4,Closed Lost - Dealer,F,0,Pipeline Principal,11467.97000000,USD,1,Frank Aire V.,2020-04-22T16:41:49+03:00,2020-04-27T18:48:42+03:00,2020-04-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21123,10011457 || PEDIDO N°2000826 || Varillas para Desatoro,5,Closed Lost - Price,F,0,Pipeline Principal,13176.00000000,USD,10,Walter Colán G.,2020-04-22T16:47:19+03:00,2020-10-08T22:07:22+03:00,2020-10-08T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21125,10011464 || Cotización transmisor de presión Sist. Hidráulico - Relaves #5,WON,Closed Won,S,0,Pipeline Principal,1154.24000000,USD,80,Lino Castro V.,2020-04-22T16:47:43+03:00,2025-04-07T22:43:34+03:00,2020-05-12T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21127,"10011472 || PAC 92 ""ADQUISICIÓN DE VARILLAS FLEX P/DESAT 8MM X 991MM C/ACOPLE""",5,Closed Lost - Price,F,0,Pipeline Principal,40700.00000000,USD,25,Betty Galvez J.,2020-04-22T16:48:02+03:00,2020-08-14T16:26:57+03:00,2020-08-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21129,10011470 || Respirador Autonomo SCBA - MSA,WON,Closed Won,S,0,Pipeline Principal,5700.13000000,USD,25,Betty Galvez J.,2020-04-22T16:48:19+03:00,2021-10-25T22:22:18+03:00,2020-12-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21131,10011471 || Gamma,WON,Closed Won,S,0,Pipeline Principal,15926.91000000,USD,60,Lino Castro V.,2020-04-22T16:48:37+03:00,2026-04-23T17:31:56+03:00,2020-05-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21133,10011473 || Varillas para Desatoro,LOSE,Closed Lost,F,0,Pipeline Principal,1028.00000000,USD,25,Daniel Casalino S.,2020-04-22T16:48:53+03:00,2021-10-25T22:22:16+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21135,"10011474 || Medidores Mecánicos de 2"" MF102",5,Closed Lost - Price,F,0,Pipeline Principal,2408.12000000,USD,25,Betty Galvez J.,2020-04-22T16:49:11+03:00,2021-10-25T22:22:16+03:00,2021-04-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21137,10011490 || Equipos para Sistema de Cloración PTAP Quicapata (Sedayacucho),3,Closed Other,F,0,Pipeline Principal,111746.27000000,USD,55,Roberto Ñaupa C.,2020-04-22T16:49:28+03:00,2023-06-26T23:55:38+03:00,2023-06-26T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos,QHSE"
21139,Actuadores Eléctricos PTAP PUCALLPA,NEW,In Development,P,0,Pipeline Principal,350000.00000000,USD,20,Juan Romero G.,2020-04-22T16:55:33+03:00,2023-04-24T17:55:27+03:00,2025-06-27T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos"
21141,10011478 || Varillas y Accesorios para Desatoro,3,Closed Other,F,0,Pipeline Principal,949.42000000,USD,25,Daniel Casalino S.,2020-04-22T17:05:21+03:00,2021-10-25T22:22:18+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21143,"10011479 || Cilindros Contenedores de Cloro de 1,000 Kg y Gancho para Izaje",3,Closed Other,F,0,Pipeline Principal,60825.36000000,USD,20,Betty Galvez J.,2020-04-22T17:05:51+03:00,2021-10-25T22:22:18+03:00,2021-04-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21145,10011452 || EFC RFQ 365989,4,Closed Lost - Dealer,F,0,Pipeline Principal,12918.10000000,USD,1,Frank Aire V.,2020-04-22T17:06:11+03:00,2021-10-25T22:22:19+03:00,2020-04-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21147,DEAL MADRE || 10011452 || Actuadores AUMA,3,Closed Other,F,0,Pipeline Principal,0.00000000,USD,0,Luis Suarez C.,2020-04-22T17:06:28+03:00,2022-02-14T04:23:42+03:00,2020-06-01T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21149,DEAL MADRE || MAQUINA DE BALDE | EPSSMU Utcubamba,7,Closed Lost - Technical,F,0,Pipeline Principal,0.00000000,USD,25,Walter Colán G.,2020-04-22T17:06:47+03:00,2021-10-25T22:22:19+03:00,2020-12-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21151,QT-2216206/PE || 10012690 || Mejoramiento de la Redes de Distribución y Alcantarillado de Juliaca,3,Closed Other,F,0,Pipeline Principal,2485857.99000000,USD,20,Katherine Llerena C.,2020-04-22T17:07:09+03:00,2023-08-17T02:28:05+03:00,2022-04-18T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos"
21153,10010797 | Maquina de Balde (Requerimiento EPSSMU - Utcubamba),3,Closed Other,F,0,Pipeline Principal,142618.86000000,USD,25,Walter Colán G.,2020-04-22T17:09:48+03:00,2021-10-25T22:22:19+03:00,2020-11-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21155,10011483 || Planta de tratamiento PTARI y Reúso || EL BROCAL,3,Closed Other,F,0,Pipeline Principal,206753.27000000,USD,20,Martin Jordan C.,2020-04-22T17:10:09+03:00,2025-06-20T00:10:12+03:00,2025-06-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21157,10010683 | Dataloggers de Caudal con GPRS - GIZ,5,Closed Lost - Price,F,0,Pipeline Principal,15447.20000000,USD,40,Walter Colán G.,2020-04-22T17:10:28+03:00,2021-10-25T22:22:22+03:00,2020-06-23T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21159,Servicio de Mantenimiento de los sistemas de Cloración de Planta Huachipa,3,Closed Other,F,0,Pipeline Principal,116500.00000000,USD,20,Betty Galvez J.,2020-04-22T17:10:42+03:00,2021-04-14T21:16:44+03:00,2021-04-14T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Servicios,Proyectos,QHSE"
21161,10010900 | Repuestos para Evaporador de Cloro W&T,3,Closed Other,F,0,Pipeline Principal,7394.71000000,USD,25,Walter Colán G.,2020-04-22T17:11:02+03:00,2022-02-09T16:57:21+03:00,2022-02-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21163,10010248 | Balanza Hidraulica para cilindros de cloro de 68 Kg,3,Closed Other,F,0,Pipeline Principal,1500.00000000,USD,25,Walter Colán G.,2020-04-22T17:11:21+03:00,2020-06-05T02:45:02+03:00,2020-06-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21165,10011507 || PROY FILTRADO RELAVES CHUNGAR: DOCUMENTOS PARA LICITAR FLUJOMETRO Y CAUDALIMETRO - INSTRUMENTACION,WON,Closed Won,S,0,Pipeline Principal,13699.95000000,USD,55,Paolo Marcas G.,2020-04-22T17:11:37+03:00,2026-04-30T18:33:04+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21167,10011508 || PROY FILTRADO RELAVES CHUNGAR: DOCUMENTOS PARA LICITAR TURBIDIMETRO Y SENSOR DE PH - INSTRUMENTACION,3,Closed Other,F,0,Pipeline Principal,0.00000000,USD,55,Paolo Marcas G.,2020-04-22T17:11:54+03:00,2026-04-23T18:20:43+03:00,2020-06-17T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21169,21169 ||10016128 || Actuadores Eléctricos Proyecto PTAP CURUMUY,3,Closed Other,F,0,Pipeline Principal,2911981.43000000,USD,20,Janeth Quico D.,2020-04-22T17:18:06+03:00,2025-11-14T00:23:45+03:00,2025-11-14T03:00:00+03:00,,,N,No incluye,No incluye,Ventas
21171,10011510 || Varillas Flexibles para Desatoro,3,Closed Other,F,0,Pipeline Principal,2056.00000000,USD,25,Daniel Casalino S.,2020-04-22T17:37:08+03:00,2020-08-27T00:30:44+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21173,10011511 || Varillas y Accesorios para Desatoro,LOSE,Closed Lost,F,0,Pipeline Principal,996.46000000,USD,25,Daniel Casalino S.,2020-04-22T17:37:22+03:00,2020-08-27T00:26:43+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21175,"10011531 || Coti valvula - sensor flujómetro 36""",LOSE,Closed Lost,F,0,Pipeline Principal,13390.96000000,USD,10,Frank Aire V.,2020-04-22T17:38:58+03:00,2020-10-29T01:04:12+03:00,2020-10-28T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21177,10011533 || Manómetros para Proyecto Mezcla Iquitos,3,Closed Other,F,0,Pipeline Principal,7636.16000000,USD,25,Yongel Delgado S.,2020-04-22T17:39:17+03:00,2020-10-26T22:31:15+03:00,2020-10-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21179,"10011532 || Repuesto Mangas Válvula Pinch 2"" Serie 5200",WON,Closed Won,S,0,Pipeline Principal,9060.03000000,USD,25,Martin Jordan C.,2020-04-22T17:39:36+03:00,2026-04-30T22:47:34+03:00,2020-05-25T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21181,10011530 || Equipos con Conectividad Bluetooth,LOSE,Closed Lost,F,0,Pipeline Principal,3010.85000000,USD,25,Frank Aire V.,2020-04-22T17:40:05+03:00,2026-04-24T17:02:10+03:00,2020-10-21T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21183,10011525 || Proy Filtrado Relaves Chungar - Transmisores de Nivel,WON,Closed Won,S,0,Pipeline Principal,12715.74000000,USD,25,Paolo Marcas G.,2020-04-22T17:40:21+03:00,2026-04-30T18:33:04+03:00,2020-08-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21185,10011524 || Proy Filtrado Relaves Chungar - Transmisores de Presión,3,Closed Other,F,0,Pipeline Principal,5126.50000000,USD,25,Paolo Marcas G.,2020-04-22T17:40:50+03:00,2020-08-31T06:31:57+03:00,2020-08-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21187,10011523 || Proy Filtrado Relaves Chungar - Densimetro Nuclear,ON_HOLD,On Hold,F,0,Pipeline Principal,28141.80000000,USD,25,Paolo Marcas G.,2020-04-22T17:41:06+03:00,2026-04-30T18:33:04+03:00,2021-07-30T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Servicios"
21189,10011521 || Proy Filtrado Relaves Chungar - Indicadores de Presión,3,Closed Other,F,0,Pipeline Principal,1000.00000000,USD,25,Paolo Marcas G.,2020-04-22T17:41:20+03:00,2026-04-23T18:20:44+03:00,2020-06-17T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21191,10011494 || Catalogación Planta de Cal,8,No Response,F,0,Pipeline Principal,14567.47000000,USD,20,Lino Castro V.,2020-04-22T17:41:37+03:00,2021-04-27T23:53:14+03:00,2021-04-27T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21193,10011480 || Válvulas de ácido || Marcobre,8,No Response,F,0,Pipeline Principal,6740.75000000,USD,20,Luis Suarez C.,2020-04-22T18:54:09+03:00,2022-02-14T04:10:05+03:00,2022-02-13T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21195,Valvula mariposa con actuador modulante 220V,3,Closed Other,F,0,Pipeline Principal,5000.00000000,USD,20,Juan Romero G.,2020-04-22T20:10:55+03:00,2020-06-18T18:09:46+03:00,2020-06-18T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21197,10011454 || Instrumentación de Tank Gauging  Proyecto YURIMAGUAS,5,Closed Lost - Price,F,0,Pipeline Principal,163072.06000000,USD,30,Yongel Delgado S.,2020-04-22T22:45:55+03:00,2021-10-25T22:22:20+03:00,2020-08-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21199,"Actuadores Eléctricos Proyecto ""Mejoramiento y Ampliación de los servicios de agua potable y alcantarillado en 20 distritos de la Provincia de Arequipa, Departamento de Arequipa""",3,Closed Other,F,0,Pipeline Principal,500000.00000000,USD,1,Luis Suarez C.,2020-04-23T03:10:15+03:00,2025-03-27T00:48:54+03:00,2025-03-26T03:00:00+03:00,,,N,No llenado,No llenado,"Ventas,Proyectos"
21201,10011463 || Medición de Densidad Clarificadores,3,Closed Other,F,0,Pipeline Principal,14925.11000000,USD,30,Martin Jordan C.,2020-04-23T09:21:21+03:00,2026-04-27T22:53:58+03:00,2021-01-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21203,10011460 || FDU91 || PR 1002816629,WON,Closed Won,S,0,Pipeline Principal,2458.53000000,USD,50,Martin Jordan C.,2020-04-23T20:30:15+03:00,2020-04-29T20:02:57+03:00,2020-04-29T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21205,SRV2000000950 || Bateria para FieldCheck,WON,Closed Won,S,0,Pipeline Principal,243.47000000,USD,55,Marco Reyna C.,2020-04-23T22:00:23+03:00,2020-05-08T22:29:21+03:00,2020-05-08T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
21207,10011456 || QT-2205034/PE ll Valvula con actuador auma y flujometro electromagnetico ll Deal #21195,LOSE,Closed Lost,F,0,Pipeline Principal,9843.38000000,USD,20,Frank Aire V.,2020-04-24T01:35:28+03:00,2020-10-29T01:03:57+03:00,2020-10-28T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21209,DEAL MADRE || 10011438 || Instrumentación || RFQ 100172924-100172925-100189500,WON,Closed Won,S,0,Pipeline Principal,0.00000000,USD,0,Enrique Bueno B.,2020-04-24T01:56:20+03:00,2026-04-23T17:56:27+03:00,2020-08-19T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21211,10011461 || Cámara de desinfección de respiradores N95 por UV,5,Closed Lost - Price,F,0,Pipeline Principal,3000.00000000,USD,30,Yongel Delgado S.,2020-04-24T08:15:30+03:00,2020-06-22T06:59:26+03:00,2020-06-21T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21213,10011458 || Transmisores de Temperatura para Exteriores,LOSE,Closed Lost,F,0,Pipeline Principal,11281.08000000,USD,25,Frank Aire V.,2020-04-24T18:34:56+03:00,2020-11-10T01:01:56+03:00,2020-11-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21215,10011459 || Manometros,3,Closed Other,F,0,Pipeline Principal,6742.80000000,USD,25,Martin Jordan C.,2020-04-24T19:28:55+03:00,2020-11-30T02:23:25+03:00,2020-11-29T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21217,10011462 || Instrumentación Análisis,WON,Closed Won,S,0,Pipeline Principal,31170.48000000,USD,90,Frank Aire V.,2020-04-24T20:45:36+03:00,2020-09-25T01:03:25+03:00,2020-09-24T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21219,Medidor de Nivel para tanque de Etilmercaptano,8,No Response,F,0,Pipeline Principal,3000.00000000,USD,30,Yongel Delgado S.,2020-04-26T07:12:01+03:00,2021-08-20T20:45:26+03:00,2021-08-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21221,Solución de medición LNG para SKID,8,No Response,F,0,Pipeline Principal,6000.00000000,USD,30,Yongel Delgado S.,2020-04-26T07:14:50+03:00,2021-08-20T20:45:32+03:00,2021-08-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21223,Indicador de válvula manual,8,No Response,F,0,Pipeline Principal,4000.00000000,USD,30,Yongel Delgado S.,2020-04-26T07:19:50+03:00,2021-08-20T20:45:39+03:00,2021-08-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21225,Detector de Humo en espacio abierto,8,No Response,F,0,Pipeline Principal,2000.00000000,USD,30,Yongel Delgado S.,2020-04-26T07:21:43+03:00,2021-07-31T00:47:43+03:00,2021-07-30T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21227,Válvulas reguladoras de presión,8,No Response,F,0,Pipeline Principal,3000.00000000,USD,30,Yongel Delgado S.,2020-04-26T07:26:40+03:00,2021-08-20T20:45:46+03:00,2021-08-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21229,10011465 ll Flujometros || MODULO QUIMICOS DE MATHISEN,3,Closed Other,F,0,Pipeline Principal,17778.48000000,USD,40,Walter Colán G.,2020-04-27T17:07:49+03:00,2020-11-12T02:08:04+03:00,2020-11-11T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21231,SRV2000000993 || Calibración de Flujómetros y medidores de Nivel,3,Closed Other,F,0,Pipeline Principal,15323.00000000,USD,70,Marco Reyna C.,2020-04-27T18:33:03+03:00,2021-08-24T22:44:10+03:00,2021-08-24T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
21233,10011469 ll Medidor de presion,WON,Closed Won,S,0,Pipeline Principal,2939.01000000,USD,80,Jean Pierre Lucero I.,2020-04-29T00:07:42+03:00,2021-10-25T22:22:16+03:00,2020-05-12T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21235,SRV2000001005 || mantenimiento de flujómetros mina,LOSE,Closed Lost,F,0,Pipeline Principal,7000.00000000,USD,55,Marco Reyna C.,2020-04-29T00:17:02+03:00,2023-03-15T18:14:35+03:00,2023-03-15T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
21237,DEAL MADRE || 10011454 || Instrumentación de Tank Gauging Proyecto YURIMAGUAS,5,Closed Lost - Price,F,0,Pipeline Principal,0.00000000,USD,1,Yongel Delgado S.,2020-04-29T00:21:11+03:00,2020-10-22T00:45:16+03:00,2020-10-21T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21239,10011454 || Instrumentación de Tank Gauging Proyecto YURIMAGUAS,LOSE,Closed Lost,F,0,Pipeline Principal,108860.68000000,USD,20,Martin Jordan C.,2020-04-29T00:45:48+03:00,2021-10-25T22:22:20+03:00,2020-10-01T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21241,DEAL MADRE || Planta de tratamiento PTARI y Reúso,3,Closed Other,F,0,Pipeline Principal,0.00000000,USD,55,Martin Jordan C.,2020-04-29T17:20:37+03:00,2026-04-23T18:12:14+03:00,2023-09-04T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21243,10011497 || Switch Térmico y Switch Flujo,WON,Closed Won,S,0,Pipeline Principal,6672.06000000,USD,30,Martin Jordan C.,2020-04-29T18:24:37+03:00,2026-04-30T22:43:06+03:00,2020-07-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21245,10011475 || Flujómetro coriolis Promass,3,Closed Other,F,0,Pipeline Principal,9338.61000000,USD,75,Yongel Delgado S.,2020-04-29T18:46:42+03:00,2021-10-25T22:22:17+03:00,2020-10-26T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21247,10011496 || RFQ -CPF2-29 INSTRUMENTOS SISTEMA SAND JET CPF-2,LOSE,Closed Lost,F,0,Pipeline Principal,25354.08000000,USD,55,Yongel Delgado S.,2020-04-29T20:46:47+03:00,2021-10-25T22:22:17+03:00,2021-07-02T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21249,10011495 || CPF-2-028-INSTRUMENTACION ADICIONAL EQUIPOS CPF-2,WON,Closed Won,S,0,Pipeline Principal,5744.26000000,USD,25,Yongel Delgado S.,2020-04-29T20:51:05+03:00,2021-10-25T22:22:17+03:00,2021-05-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21251,10011477 ll Cotizacion de sensores de O2 y CO2,4,Closed Lost - Dealer,F,0,Pipeline Principal,6710.92000000,USD,55,Katherine Llerena C.,2020-04-29T21:52:37+03:00,2026-06-17T20:26:06+03:00,2021-07-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21253,10011476 || Sensor de Nivel Planta de generación Recka,8,No Response,F,0,Pipeline Principal,5700.96000000,USD,80,Enrique Bueno B.,2020-04-29T22:03:09+03:00,2021-10-25T22:22:18+03:00,2021-05-31T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21255,Deal #21255 || 10011488 || QT-2205060/PE || Actuadores para Compuertas verticales 1300x1500,8,No Response,F,0,Pipeline Principal,9278.55000000,USD,20,Jesus Alvarado M.,2020-04-29T23:30:53+03:00,2023-11-29T20:34:46+03:00,2023-11-29T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21257,10013450 || Skid de medición de masa en el punto de recepción en el Muelle - Terminal Callao,3,Closed Other,F,0,Pipeline Principal,146051.00000000,USD,55,Yongel Delgado S.,2020-04-30T06:51:21+03:00,2022-07-14T18:20:35+03:00,2022-07-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21259,SRV2000001007 || Transporte de fuentes en desuso,3,Closed Other,F,0,Pipeline Principal,10000.00000000,USD,70,Marco Reyna C.,2020-05-01T01:27:44+03:00,2021-10-25T22:22:19+03:00,2021-02-09T03:00:00+03:00,,,N,No llenado,No llenado,Servicios
21261,Deal #21261 || 10011484 || Cotización Sensor de Nivel Radar - Hooper,3,Closed Other,F,0,Pipeline Principal,2746.00000000,USD,20,Jesus Alvarado M.,2020-05-04T17:26:28+03:00,2023-01-23T01:20:51+03:00,2023-01-22T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21263,10011485 || Switch de Nivel tipo Horquilla Vibratoria,LOSE,Closed Lost,F,0,Pipeline Principal,642.65000000,USD,20,Frank Aire V.,2020-05-04T18:25:40+03:00,2021-10-25T22:22:21+03:00,2020-09-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21265,10011487 || SOLICITUD DE COTIZACION E9377 PR 147026 || Transmisores e Interruptores PROYECTO: 17010,5,Closed Lost - Price,F,0,Pipeline Principal,103028.10000000,USD,55,Lino Castro V.,2020-05-04T20:18:18+03:00,2026-05-05T22:06:16+03:00,2020-12-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21267,10011492 || FMU30 /CPS91D/CYK || PR 1002827380,WON,Closed Won,S,0,Pipeline Principal,5773.76000000,USD,50,Martin Jordan C.,2020-05-05T00:52:59+03:00,2021-10-25T22:22:21+03:00,2020-05-18T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21269,10011493 || FMU90 || PR 1002827380,WON,Closed Won,S,0,Pipeline Principal,3791.26000000,USD,50,Martin Jordan C.,2020-05-05T01:05:58+03:00,2021-10-25T22:22:21+03:00,2020-05-12T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21271,10011543 || QT-2205115/PE || Válvula Mariposa con Actuador Eléctrico,7,Closed Lost - Technical,F,0,Pipeline Principal,6280.76000000,USD,30,Martin Jordan C.,2020-05-05T17:05:55+03:00,2021-10-25T22:22:21+03:00,2021-01-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21273,10011489 || Listado equipos poliacrilato de ARCHROMA REFERENCIAL,3,Closed Other,F,0,Pipeline Principal,41321.02000000,USD,55,Yongel Delgado S.,2020-05-05T18:34:01+03:00,2026-04-24T17:01:02+03:00,2020-10-28T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21275,10011503 || INSTRUMENTOS SCI CPF1 BLOQUE 95 1902014-BTÑ-60-LDM-802,3,Closed Other,F,0,Pipeline Principal,4199.78000000,USD,25,Yongel Delgado S.,2020-05-05T19:54:11+03:00,2021-07-15T00:49:50+03:00,2021-07-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21277,10011491 || Transmisor de Temperatura,LOSE,Closed Lost,F,0,Pipeline Principal,22030.80000000,USD,20,Frank Aire V.,2020-05-06T00:57:26+03:00,2020-09-23T01:27:32+03:00,2020-09-22T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21279,10011498 || OPTIMIZACIÓN- GRAVIMÉTRICO EN PLANTA CERRO CORONA,WON,Closed Won,S,0,Pipeline Principal,2468.45000000,USD,50,Martin Jordan C.,2020-05-06T16:45:34+03:00,2020-09-02T08:54:30+03:00,2020-09-02T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21281,101946-04 || QT-2205145/PE || HD Válvulas de control de flujo transporte de Relaves,LOSE,Closed Lost,F,0,Pipeline Principal,60000.00000000,USD,55,Luis Suarez C.,2020-05-06T21:10:12+03:00,2026-04-24T00:40:12+03:00,2021-02-22T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21283,10011500 || Transmisor de Nivel Radar Onda Guiada,8,No Response,F,0,Pipeline Principal,1593.01000000,USD,20,Frank Aire V.,2020-05-07T23:28:44+03:00,2021-01-14T19:56:31+03:00,2021-01-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21285,10011501 || Switch de Nivel Capacitivo,LOSE,Closed Lost,F,0,Pipeline Principal,1681.64000000,USD,20,Frank Aire V.,2020-05-07T23:48:23+03:00,2020-11-20T20:25:32+03:00,2020-11-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21287,Deal #21287 ll 10011505 ll Cotización de 02 transmisores de presión,WON,Closed Won,S,0,Pipeline Principal,2535.26000000,USD,60,Enrique Bueno B.,2020-05-08T18:26:06+03:00,2020-07-21T02:00:35+03:00,2020-07-20T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21289,Suministro de válvulas y Actuadores PTAR Pachacutec,LOSE,Closed Lost,F,0,Pipeline Principal,150000.00000000,USD,5,Luis Suarez C.,2020-05-09T01:46:09+03:00,2020-05-11T04:47:13+03:00,2020-05-10T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21291,Deal #21291 ll 10011506 ll Cotización de registrador Memograph M RSG45,8,No Response,F,0,Pipeline Principal,6158.98000000,USD,60,Yongel Delgado S.,2020-05-09T20:10:00+03:00,2026-04-30T18:53:40+03:00,2021-07-14T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21293,Suministro de valvula de retención tipo pico de pato - PTAR Pachacutec,3,Closed Other,F,0,Pipeline Principal,50000.00000000,USD,10,Leonardo Nuñez T.,2020-05-11T05:13:12+03:00,2021-04-22T20:21:58+03:00,2021-04-22T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21295,10011068 || Sensores de H2S,WON,Closed Won,S,0,Pipeline Principal,686.93000000,USD,100,Enrique Bueno B.,2020-05-11T20:10:20+03:00,2026-06-17T20:26:06+03:00,2020-05-11T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21297,10011535 || Balanzas ATILIM Manual y Automatica,5,Closed Lost - Price,F,0,Pipeline Principal,12863.27000000,USD,0,Yongel Delgado S.,2020-05-11T23:50:17+03:00,2020-11-07T00:04:09+03:00,2020-11-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21299,10011509 || Flujometro Coriolis - Quellaveco,5,Closed Lost - Price,F,0,Pipeline Principal,136991.70000000,USD,60,Jean Pierre Lucero I.,2020-05-12T01:22:54+03:00,2020-06-02T18:14:20+03:00,2020-06-02T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21301,10011512 || Cotizar control local para el actuador AC01.2 13178114>>Referencia: OC-4400060512 posición 10,WON,Closed Won,S,0,Pipeline Principal,1294.38000000,USD,80,Luis Suarez C.,2020-05-12T02:06:16+03:00,2026-04-30T18:26:08+03:00,2020-09-09T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
21303,Transmisor de nivel para tanque de Aceite,3,Closed Other,F,0,Pipeline Principal,0.00000000,USD,7,Lino Castro V.,2020-05-12T16:13:56+03:00,2026-04-23T19:52:14+03:00,2020-10-06T03:00:00+03:00,,,N,No llenado,No llenado,Ventas
